Reporter Name;Partner Name;Trade Flow;Indicator;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Italy;Greece;Export;Export Partner Share (%);1,7919;1,8898;1,8968;1,9438;1,9802;2,0815;2,0631;1,9605;2,1057;2,1881;2,2641;1,9976;2,0467;2,1218;2,117;2,0957;1,6154;1,2669;1,0783;0,9664;0,9655;0,9006;0,932;0,9119;0,9786;0,9743
Italy;Greenland;Export;Export Partner Share (%);0,0006;0,0015;0,001;0,0006;0,0002;0,0023;0,0003;0,0001;0;0,0001;0;0;0;0,0002;0;0,0001;0,0016;0,0001;0,0002;0,0001;0,0002;0,0001;0,0001;0,0025;0,0034;0
Italy;Grenada;Export;Export Partner Share (%);0,0002;0,0002;0,0003;0,0004;0,0004;0,0004;0,0008;0,0003;0,0006;0,0003;0,0017;0,0017;0,0017;0,0029;0,0005;0,0002;0,0002;0,0001;0,0001;0,0002;0,0017;0,0004;0,0001;0,0007;0,0008;0,0003
Italy;Guadeloupe;Export;Export Partner Share (%);0,0174;0,0184;;;;;;;;;;;;;;;;;;;;;;;;
Italy;Guam;Export;Export Partner Share (%);;;;;;;;;0,0045;0,005;0,0051;0,0048;0,0036;0,0027;0,0024;0,0016;0,0015;0,0017;0,0017;0,0019;0,0018;0,0019;0,002;0,0019;0,0014;0,0017
Italy;Guatemala;Export;Export Partner Share (%);0,0315;0,026;0,0349;0,0316;0,0334;0,0374;0,0328;0,0363;0,0342;0,0306;0,0282;0,0278;0,0291;0,0331;0,0194;0,0201;0,0193;0,0215;0,0234;0,024;0,0248;0,0252;0,0271;0,0285;0,0268;0,0236
Italy;Guinea;Export;Export Partner Share (%);0,0125;0,0121;0,0071;0,0093;0,0114;0,0121;0,0077;0,011;0,0268;0,0177;0,0123;0,0217;0,0078;0,0042;0,0091;0,0094;0,0084;0,0082;0,0122;0,011;0,0116;0,0136;0,0126;0,0138;0,0113;0,0115
Italy;Guinea-Bissau;Export;Export Partner Share (%);0,001;0,0014;0,0008;0,001;0,0008;0,0004;0,0008;0,0009;0,0013;0,0038;0,0016;0,0127;0,0056;0,0009;0,0009;0,001;0,0011;0,0006;0,0006;0,0003;0,0004;0,0003;0,0005;0,0005;0,0004;0,0004
Italy;Guyana;Export;Export Partner Share (%);0,0015;0,0019;0,0017;0,0034;0,0033;0,0014;0,0015;0,0018;0,0128;0,02;0,0009;0,0009;0,0018;0,0018;0,0022;0,0022;0,0043;0,002;0,0011;0,0014;0,0016;0,0013;0,0013;0,0011;0,0016;0,0018
Italy;Haiti;Export;Export Partner Share (%);0,0026;0,0023;0,0022;0,0018;0,0033;0,0027;0,0029;0,0025;0,0028;0,0024;0,0015;0,0038;0,0029;0,0032;0,0034;0,0026;0,0062;0,0064;0,0039;0,0034;0,0042;0,0032;0,0039;0,0045;0,0073;0,006
Italy;Heard Island and McDonald Isla;Export;Export Partner Share (%);;;;;;;;;;0;;;;0;;;0;;;;0;;0;;;
Italy;Holy See;Export;Export Partner Share (%);;;;;;;0,0031;0,0024;0,0031;0,0044;0,0033;0,0038;0,0037;0,0027;0,0031;0,0024;0,011;0,0117;0,0121;0,0104;0,0094;0,0077;0,0065;0,0069;0,0064;0,0021
Italy;Honduras;Export;Export Partner Share (%);0,0099;0,0087;0,0061;0,0101;0,0088;0,0113;0,008;0,0079;0,0079;0,0095;0,008;0,0074;0,0117;0,0145;0,0088;0,0075;0,0121;0,01;0,009;0,0092;0,0144;0,0148;0,0109;0,0116;0,0136;0,0134
Italy;Hong Kong, China;Export;Export Partner Share (%);1,6523;1,6943;1,7409;1,6803;1,2732;1,1525;1,2508;1,196;1,1453;1,0174;1,0345;1,0038;0,9601;0,9042;0,8747;0,9245;1,0687;1,1083;1,1456;1,2154;1,3687;1,4326;1,3828;1,3331;1,283;1,1972
Italy;Hungary;Export;Export Partner Share (%);0,6216;0,6138;0,604;0,6989;0,7761;0,8259;0,9282;1,089;1,0083;1,0852;0,98;0,9702;1,0055;1,0169;0,9809;0,8454;0,9072;0,9285;0,875;0,9188;0,9554;1,0028;1,0394;1,0544;1,0646;1,028
Italy;Iceland;Export;Export Partner Share (%);0,0154;0,0161;0,0207;0,0191;0,0233;0,0256;0,0239;0,0219;0,0196;0,0335;0,029;0,0344;0,0358;0,0339;0,0251;0,018;0,0189;0,0224;0,0203;0,0249;0,025;0,0271;0,0291;0,0268;0,0264;0,0224
Italy;India;Export;Export Partner Share (%);0,3734;0,4751;0,4818;0,4447;0,4468;0,3374;0,3808;0,3582;0,3769;0,3997;0,4358;0,548;0,6428;0,8089;0,8263;0,9228;0,9484;0,9426;0,8577;0,7615;0,7614;0,8123;0,7844;0,7951;0,8503;0,8311
Italy;Indonesia;Export;Export Partner Share (%);0,3386;0,3248;0,4365;0,3938;0,1137;0,1122;0,165;0,1812;0,1771;0,1463;0,1636;0,1583;0,1747;0,1513;0,166;0,1689;0,1854;0,2087;0,3147;0,2901;0,2989;0,2685;0,277;0,2533;0,2593;0,2825
Italy;Iran, Islamic Rep.;Export;Export Partner Share (%);0,3797;0,225;0,2852;0,3552;0,3751;0,3012;0,3197;0,4262;0,6651;0,7353;0,7558;0,7494;0,5467;0,5055;0,5729;0,6875;0,6078;0,4942;0,3607;0,2708;0,2895;0,2899;0,3695;0,3876;0,3619;0,1715
Italy;Iraq;Export;Export Partner Share (%);0,0012;0,0001;0,0006;0,0021;0,0155;0,0307;0,1005;0,1328;0,1247;0,0543;0,0707;0,0971;0,0392;0,0261;0,0566;0,1696;0,1314;0,13;0,1623;0,3246;0,2437;0,2218;0,1484;0,1269;0,1074;0,1143
Italy;Ireland;Export;Export Partner Share (%);0,3488;0,4036;0,402;0,3651;0,402;0,493;0,721;0,5828;0,5406;0,5215;0,4804;0,4773;0,5143;0,4705;0,3791;0,311;0,2673;0,2438;0,2508;0,2523;0,28;0,3048;0,4158;0,5223;0,3855;0,3801
Italy;Israel;Export;Export Partner Share (%);0,9426;0,95;0,8834;0,8151;0,7212;0,6772;0,716;0,6582;0,5674;0,4545;0,4684;0,5124;0,4895;0,4882;0,4988;0,5515;0,5877;0,6128;0,5296;0,5505;0,5699;0,5971;0,6009;0,5799;0,5399;0,5318
Italy;Jamaica;Export;Export Partner Share (%);0,0095;0,0082;0,0057;0,0064;0,0063;0,0065;0,0051;0,0058;0,0083;0,0045;0,0038;0,0038;0,0047;0,0067;0,0039;0,0052;0,0028;0,0117;0,0041;0,0029;0,003;0,0054;0,0059;0,0106;0,0073;0,0101
Italy;Japan;Export;Export Partner Share (%);2,1342;2,3199;2,2147;1,9785;1,6704;1,5751;1,6533;1,7086;1,6596;1,6284;1,5142;1,5046;1,3412;1,1768;1,1407;1,2659;1,1815;1,2536;1,4436;1,5435;1,3431;1,3358;1,4433;1,4593;1,3893;1,6053
Italy;Jordan;Export;Export Partner Share (%);0,1195;0,1124;0,1229;0,1053;0,0848;0,0784;0,088;0,0992;0,0958;0,1107;0,1126;0,1084;0,1118;0,1095;0,1158;0,1369;0,1242;0,1665;0,171;0,1822;0,1327;0,1616;0,1828;0,156;0,1106;0,1084
Italy;Kazakhstan;Export;Export Partner Share (%);0,037;0,0187;0,0192;0,0255;0,2023;0,1695;0,0679;0,0974;0,074;0,0773;0,1173;0,1362;0,1897;0,1578;0,181;0,3972;0,3226;0,231;0,2038;0,187;0,1767;0,1888;0,2013;0,1402;0,2335;0,2266
Italy;Kenya;Export;Export Partner Share (%);0,0457;0,0708;0,0459;0,0409;0,0338;0,0291;0,0268;0,0277;0,0251;0,0273;0,0329;0,0298;0,0439;0,0398;0,055;0,0457;0,0455;0,0336;0,0401;0,0465;0,0436;0,0493;0,0506;0,0405;0,0489;0,0432
Italy;Kiribati;Export;Export Partner Share (%);0,0001;0,0001;0;0,0001;0;0;0;0,0002;0;0;;;0,0001;;;;0;0;;0;0;0;0,0001;0;0;0
Italy;Korea, Dem. Rep.;Export;Export Partner Share (%);0,0195;0,0118;0,0089;0,0094;0,0072;0,0065;0,0052;0,0039;0,0059;0,0093;0,0031;0,0032;0,0028;0,0019;0,0065;0,0096;0,0097;0,0048;0,0014;0,0002;0,0002;0,0004;0,0003;0,0001;0,0001;0
Italy;Korea, Rep.;Export;Export Partner Share (%);0,937;0,9983;1,1224;0,9374;0,3991;0,5298;0,6919;0,7407;0,8013;0,7629;0,6463;0,6754;0,6593;0,6868;0,6974;0,7376;0,7364;0,7719;0,8876;0,9694;1,0422;1,0914;0,9559;0,9594;0,98;1,0118
Italy;Kuwait;Export;Export Partner Share (%);0,1748;0,1751;0,2105;0,1695;0,1719;0,1423;0,1288;0,1582;0,1642;0,1675;0,1655;0,14;0,164;0,224;0,1924;0,2046;0,2071;0,1537;0,2141;0,2032;0,1863;0,1877;0,2625;0,2574;0,2287;0,211
Italy;Kyrgyz Republic;Export;Export Partner Share (%);0,008;0,0029;0,0043;0,004;0,0036;0,0036;0,0017;0,0013;0,0024;0,0027;0,0019;0,0034;0,0018;0,0022;0,0039;0,0026;0,0026;0,0044;0,0037;0,0045;0,0049;0,0049;0,0052;0,0049;0,0049;0,0048
Italy;Lao PDR;Export;Export Partner Share (%);0,0016;0,0069;0,0053;0,0017;0,0001;0,0003;0,0002;0,0006;0,0005;0,0005;0,0005;0,0004;0,0002;0,0003;0,0011;0,0037;0,0034;0,0024;0,0022;0,0017;0,002;0,0022;0,0032;0,0038;0,0019;0,0025
Italy;Latvia;Export;Export Partner Share (%);0,0206;0,0236;0,0316;0,0433;0,0588;0,0526;0,0569;0,0798;0,0856;0,1021;0,0808;0,084;0,1016;0,1169;0,0977;0,0716;0,0892;0,0995;0,1119;0,1144;0,1194;0,1117;0,1042;0,108;0,1081;0,1172
Italy;Lebanon;Export;Export Partner Share (%);0,4072;0,3881;0,4165;0,3729;0,309;0,2841;0,262;0,2662;0,2528;0,2482;0,2683;0,2616;0,2335;0,2005;0,2101;0,2614;0,307;0,3535;0,3185;0,3321;0,3025;0,288;0,2796;0,3372;0,2971;0,2445
Italy;Lesotho;Export;Export Partner Share (%);;;;;;;0,0003;0,0004;0,0005;0,0001;0,0017;0,0006;0,0001;0;0,0001;0,0001;0;0;0,0001;0,0002;0,0002;0,0002;0,0001;0,0002;0,0003;0,0002
Italy;Liberia;Export;Export Partner Share (%);0,0125;0,2128;0,0102;0,1468;0,4901;0,0142;0,0183;0,0238;0,027;0,0112;0,0119;0,0169;0,0171;0,0217;0,0537;0,0559;0,0177;0,0095;0,0071;0,0032;0,0051;0,0041;0,004;0,0076;0,0032;0,0018
Italy;Libya;Export;Export Partner Share (%);0,3971;0,415;0,4031;0,4243;0,411;0,3902;0,3941;0,4735;0,4886;0,5162;0,5275;0,4543;0,4221;0,4445;0,7154;0,8348;0,8;0,1622;0,6101;0,7301;0,5534;0,3609;0,2578;0,2425;0,2594;0,2586
Italy;Lithuania;Export;Export Partner Share (%);0,0294;0,0417;0,0617;0,0813;0,0851;0,0738;0,082;0,135;0,1601;0,1872;0,1399;0,129;0,175;0,1985;0,2037;0,1542;0,172;0,1956;0,2055;0,2139;0,2066;0,1877;0,1936;0,1919;0,1999;0,2074
Italy;Luxembourg;Export;Export Partner Share (%);;;;;;0,1321;0,145;0,1969;0,1547;0,158;0,2237;0,1811;0,1758;0,1625;0,1255;0,1479;0,1503;0,1384;0,1284;0,1317;0,1204;0,127;0,1148;0,1197;0,131;0,1389
Italy;Macao;Export;Export Partner Share (%);0,0045;0,0034;0,0045;0,0059;0,0099;0,0056;0,005;0,0087;0,0061;0,0062;0,0054;0,0042;0,0042;0,0043;0,0119;0,0188;0,0091;0,015;0,02;0,0272;0,0371;0,0396;0,0375;0,0385;0,0526;0,0562
Italy;Madagascar;Export;Export Partner Share (%);0,0066;0,0077;0,0051;0,0083;0,0077;0,0075;0,0093;0,0122;0,0052;0,0092;0,0075;0,0068;0,006;0,0067;0,0059;0,0069;0,0059;0,0062;0,0061;0,0059;0,0073;0,007;0,0072;0,0067;0,0065;0,007
Italy;Malawi;Export;Export Partner Share (%);0,0038;0,0024;0,0035;0,0034;0,003;0,0025;0,0009;0,001;0,0013;0,001;0,002;0,0015;0,0015;0,0015;0,0019;0,0017;0,002;0,0027;0,0024;0,0023;0,003;0,0031;0,0029;0,0028;0,0029;0,0035
Italy;Malaysia;Export;Export Partner Share (%);0,2993;0,3982;0,3996;0,5144;0,2062;0,2624;0,3596;0,4048;0,3354;0,3292;0,3138;0,259;0,2201;0,1977;0,1905;0,2448;0,2376;0,222;0,2628;0,2731;0,293;0,2321;0,2541;0,2801;0,2527;0,2643
Italy;Maldives;Export;Export Partner Share (%);0,0008;0,0011;0,0013;0,0022;0,0023;0,0027;0,0031;0,0022;0,0022;0,0023;0,0038;0,0034;0,0032;0,0044;0,0034;0,0029;0,0038;0,0052;0,0032;0,0056;0,0058;0,0057;0,0068;0,0072;0,009;0,0082
Italy;Mali;Export;Export Partner Share (%);0,0048;0,0044;0,0065;0,0061;0,0076;0,0071;0,0056;0,0082;0,0077;0,0071;0,0055;0,0066;0,0062;0,0061;0,0048;0,0124;0,0116;0,0084;0,0097;0,0068;0,0134;0,0189;0,0196;0,019;0,0109;0,014
Italy;Malta;Export;Export Partner Share (%);0,5564;0,5357;0,3441;0,3164;0,2995;0,2802;0,3109;0,2988;0,3261;0,3182;0,2514;0,2242;0,2657;0,2403;0,3326;0,3608;0,3339;0,3871;0,4417;0,399;0,3894;0,3869;0,386;0,3835;0,3856;0,356
Italy;Marshall Islands;Export;Export Partner Share (%);0,0001;0;0,0001;0;0,0001;0,0001;0,0002;0,0043;0,0012;0,013;0,0211;0,0167;0,0065;0,0339;0,0467;0,0304;0,0118;0,0098;0,0001;0,0184;0,0106;0,007;0,0932;0,0069;0,0071;0,0124
Italy;Martinique;Export;Export Partner Share (%);0,0188;0,0224;;;;;;;;;;;;;;;;;;;;;;;;
Italy;Mauritania;Export;Export Partner Share (%);0,0105;0,0055;0,0088;0,0061;0,0063;0,0062;0,0148;0,0143;0,0127;0,0111;0,0093;0,0072;0,0194;0,0059;0,0076;0,008;0,005;0,0089;0,0148;0,014;0,0223;0,0064;0,0075;0,0068;0,006;0,0049
Italy;Mauritius;Export;Export Partner Share (%);0,0238;0,0246;0,0258;0,0257;0,0286;0,0286;0,0267;0,0244;0,0256;0,0225;0,023;0,0233;0,019;0,0196;0,0181;0,0169;0,0213;0,0222;0,0182;0,0197;0,018;0,0188;0,0231;0,0178;0,0184;0,0202
Italy;Mayotte;Export;Export Partner Share (%);;;;;;;0,0007;0,0006;0,0006;0,001;0,001;0,001;0,0008;0,0008;0,0027;0,0016;0,0012;0,001;0,001;0,0017;;;;;;
Italy;Mexico;Export;Export Partner Share (%);0,4874;0,2674;0,3293;0,4717;0,5536;0,562;0,6968;0,7177;0,7122;0,6792;0,6304;0,7018;0,7591;0,9326;0,7531;0,5897;0,7424;0,8512;0,9588;0,8415;0,7714;0,8446;0,8852;0,9452;0,9228;0,8047
Italy;Micronesia, Fed. Sts.;Export;Export Partner Share (%);0;0,0001;0,0001;0,0002;0,0001;0;0,0001;0,0001;0;0,0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;Moldova;Export;Export Partner Share (%);0,0071;0,0105;0,0175;0,0244;0,0291;0,0212;0,0248;0,0313;0,0366;0,0366;0,039;0,0409;0,0461;0,0479;0,0534;0,048;0,0493;0,0546;0,0545;0,0549;0,0555;0,0482;0,0493;0,052;0,0536;0,0566
Italy;Mongolia;Export;Export Partner Share (%);0,0016;0,0039;0,0105;0,0085;0,0015;0,0016;0,0008;0,0021;0,0013;0,0014;0,0029;0,0016;0,0019;0,0045;0,0058;0,0033;0,0042;0,0066;0,0082;0,0096;0,009;0,0063;0,0074;0,0091;0,0072;0,0101
Italy;Montenegro;Export;Export Partner Share (%);;;;;;;;;;;;;0,0425;0,0413;0,0553;0,0413;0,032;0,0293;0,0289;0,0337;0,0295;0,0296;0,032;0,0327;0,0352;0,0352
Italy;Montserrat;Export;Export Partner Share (%);;0,0002;0,0001;0,0001;0,0002;0,0007;0,0003;0,0002;0,0007;0,0011;0,0007;0,0003;0;0;0,0001;0;0;0,0001;0,0001;0,0002;0,0003;0,0004;0,0002;0,0001;0;0
Italy;Morocco;Export;Export Partner Share (%);0,3166;0,2716;0,2743;0,2379;0,2614;0,2679;0,2715;0,2969;0,3015;0,3304;0,3258;0,3301;0,3398;0,3919;0,4537;0,4667;0,4219;0,3906;0,3502;0,3917;0,3544;0,3562;0,386;0,4195;0,4354;0,4301
Italy;Mozambique;Export;Export Partner Share (%);0,0105;0,0104;0,0113;0,0089;0,0051;0,0102;0,0066;0,0064;0,007;0,0086;0,0074;0,0064;0,0071;0,0088;0,0065;0,0133;0,0147;0,0135;0,0115;0,0146;0,018;0,013;0,0104;0,0089;0,0136;0,0121
Italy;Myanmar;Export;Export Partner Share (%);0,0014;0,0037;0,0127;0,0188;0,0078;0,0088;0,0054;0,0044;0,0012;0,0018;0,0031;0,0014;0,004;0,0195;0,0011;0,0023;0,0046;0,0037;0,0061;0,0141;0,0289;0,017;0,0221;0,0198;0,0212;0,0168
Italy;Namibia;Export;Export Partner Share (%);;;;;;;0,0045;0,0034;0,003;0,0031;0,0064;0,0048;0,0021;0,002;0,0057;0,0035;0,0022;0,0109;0,0135;0,0158;0,0388;0,0052;0,0171;0,0194;0,0023;0,0073
Italy;Nauru;Export;Export Partner Share (%);0;0;0;0;;0;0;;0;0;;0;0;0;;0;0;0;;0;;0;0;0;;0
Italy;Nepal;Export;Export Partner Share (%);0,002;0,0013;0,0019;0,0086;0,005;0,0029;0,0043;0,0019;0,0011;0,0023;0,0012;0,001;0,0011;0,0012;0,0013;0,0017;0,0018;0,0018;0,0021;0,0029;0,0036;0,0034;0,0038;0,003;0,0082;0,0067
Italy;Netherlands;Export;Export Partner Share (%);2,8634;2,9604;2,9502;2,848;2,8664;2,8822;2,6513;2,6468;2,5684;2,3966;2,3414;2,4057;2,3897;2,359;2,3362;2,4269;2,4633;2,4066;2,3796;2,3253;2,3556;2,3194;2,327;2,3379;2,5061;2,4983
Italy;Netherlands Antilles;Export;Export Partner Share (%);0,069;0,0592;0,0446;0,0851;0,0658;0,0936;0,0648;0,0708;0,046;0,0264;0,0218;0,0708;0,1307;0,0247;0,0854;0,012;0,0157;;;;;;;;;
Italy;New Caledonia;Export;Export Partner Share (%);0,0086;0,0078;0,0086;0,0084;0,0084;0,0069;0,0074;0,007;0,0069;0,0132;0,0083;0,0087;0,01;0,0109;0,0159;0,0125;0,0175;0,0107;0,0111;0,0102;0,0094;0,0082;0,0094;0,0075;0,0097;0,0102
Italy;New Zealand;Export;Export Partner Share (%);0,1047;0,1123;0,118;0,1016;0,0878;0,0963;0,0933;0,0995;0,118;0,119;0,1224;0,13;0,1;0,1066;0,1017;0,0781;0,0835;0,0998;0,096;0,1007;0,1046;0,1033;0,1131;0,1194;0,1185;0,1186
Italy;Nicaragua;Export;Export Partner Share (%);0,0046;0,0034;0,004;0,0023;0,0033;0,0039;0,0044;0,0033;0,0032;0,0028;0,0018;0,0026;0,0023;0,0018;0,0026;0,0034;0,0034;0,0072;0,0045;0,0048;0,0047;0,0052;0,0077;0,0063;0,0043;0,0031
Italy;Niger;Export;Export Partner Share (%);0,0039;0,0025;0,0024;0,0036;0,0032;0,0037;0,0029;0,0038;0,0045;0,0047;0,0144;0,0136;0,0062;0,0049;0,0048;0,0059;0,0083;0,0064;0,0062;0,0064;0,0089;0,0043;0,0036;0,0035;0,0039;0,0051
Italy;Nigeria;Export;Export Partner Share (%);0,1286;0,0947;0,1038;0,1534;0,1353;0,1408;0,1722;0,2016;0,2051;0,2436;0,2087;0,1887;0,2318;0,2235;0,2102;0,2947;0,2353;0,2167;0,2187;0,2152;0,2432;0,175;0,118;0,1084;0,158;0,154
Italy;Niue;Export;Export Partner Share (%);;;;;;;;;0;0;0;0;;;;;;;0;0;;;;0;;0
Italy;Norfolk Island;Export;Export Partner Share (%);;;;;;;;0;0,0001;0,0001;0;0;0;0;;0;0;0;;0;;0;0;0;;0
Italy;North Macedonia;Export;Export Partner Share (%);0,1405;0,1482;0,0962;0,065;0,0684;0,0806;0,0934;0,0635;0,0449;0,0423;0,0481;0,0515;0,0492;0,0513;0,0603;0,0692;0,0599;0,0602;0,057;0,0547;0,0596;0,061;0,0611;0,0575;0,0601;0,0593
Italy;Northern Mariana Islands;Export;Export Partner Share (%);0,0009;0,0007;0,0004;0,0017;0,0014;0,0003;0,0011;0,001;0,0022;0,0017;0,0023;0,0021;0,001;0,0003;0,0003;0,0003;0,0003;0,0003;0,0003;0,0005;0,0005;0,0006;0,0004;0,0004;0,0006;0,0003
Italy;Norway;Export;Export Partner Share (%);0,4096;0,4169;0,4931;0,5728;0,5311;0,4553;0,3718;0,3902;0,4278;0,4145;0,3962;0,3875;0,4095;0,4208;0,4712;0,4276;0,3789;0,3489;0,3946;0,4057;0,4062;0,3857;0,3681;0,3726;0,3686;0,3916
Italy;Occ.Pal.Terr;Export;Export Partner Share (%);;;;;;;0,0017;0,0012;0,0027;0,0007;0,0008;0,0006;0,0005;0,0006;0,001;0,0015;0,0018;0,0014;0,001;0,002;0,0017;0,003;0,0044;0,0051;0,0053;0,0064
Italy;Oman;Export;Export Partner Share (%);0,04;0,0312;0,0347;0,0979;0,1291;0,0692;0,0393;0,0472;0,0729;0,0685;0,1205;0,0461;0,0586;0,0811;0,1072;0,1018;0,0751;0,082;0,1191;0,1113;0,1056;0,1579;0,1955;0,1458;0,1439;0,1006
Italy;Other Asia, nes;Export;Export Partner Share (%);0,6912;0,6542;0,5726;0,6076;0,5508;0,474;0,4671;0,3951;0,3829;0,354;0,3274;0,3225;0,3263;0,2523;0,2354;0,2799;0,2966;0,298;0,2489;0,2594;0,2794;0,3013;0,3176;0,3319;0,3059;0,3011
Italy;Pakistan;Export;Export Partner Share (%);0,1766;0,2214;0,1523;0,1366;0,101;0,1114;0,0988;0,1071;0,1111;0,1095;0,1313;0,151;0,1604;0,1405;0,1464;0,2066;0,1538;0,0969;0,1564;0,1103;0,1056;0,1069;0,1489;0,1685;0,1717;0,1423
Italy;Palau;Export;Export Partner Share (%);;0;;0;0;0;;0;0;;;;0;0;;;;0;0;0;0,0001;0;0;0;0,0001;0
Italy;Panama;Export;Export Partner Share (%);0,1842;0,1612;0,3599;0,1828;0,1897;0,3296;0,2905;0,13;0,248;0,2029;0,2287;0,1636;0,0591;0,1784;0,0598;0,2246;0,0686;0,0806;0,0705;0,0919;0,1095;0,0852;0,0683;0,0529;0,0538;0,0637
Italy;Papua New Guinea;Export;Export Partner Share (%);0,0017;0,0014;0,0014;0,0017;0,002;0,0006;0,0011;0,0005;0,0007;0,0005;0,0004;0,0004;0,0004;0,0005;0,001;0,0016;0,005;0,0238;0,0593;0,0089;0,0034;0,003;0,005;0,0047;0,0054;0,0108
Italy;Paraguay;Export;Export Partner Share (%);0,0247;0,0338;0,0412;0,0391;0,0356;0,0252;0,0249;0,0203;0,0175;0,0107;0,0096;0,0105;0,0098;0,0095;0,012;0,0135;0,0177;0,0202;0,018;0,0189;0,0191;0,0154;0,0164;0,02;0,0165;0,0137
Italy;Peru;Export;Export Partner Share (%);0,0828;0,0826;0,0753;0,0789;0,0695;0,0458;0,049;0,0499;0,0613;0,0523;0,0429;0,0483;0,0586;0,0628;0,1151;0,0755;0,0884;0,1027;0,1255;0,1165;0,0953;0,1581;0,1294;0,1452;0,1079;0,1197
Italy;Philippines;Export;Export Partner Share (%);0,1164;0,1223;0,161;0,1675;0,1006;0,1042;0,1132;0,0921;0,0971;0,0903;0,0884;0,076;0,0639;0,0637;0,0725;0,076;0,0755;0,0906;0,0958;0,1081;0,1099;0,1321;0,1464;0,1488;0,1423;0,1655
Italy;Pitcairn;Export;Export Partner Share (%);0;0,0001;0,0001;;;0,0001;0;0;0;0;0;0;;0;0;0;;0;0;;0;;0,0002;0;0,0001;0
Italy;Poland;Export;Export Partner Share (%);0,9312;1,0908;1,3596;1,5643;1,598;1,5554;1,4659;1,5456;1,581;1,7246;1,7977;1,8578;2,1282;2,43;2,6237;2,6899;2,5071;2,4742;2,3665;2,4063;2,5955;2,644;2,6937;2,8167;2,9265;2,8197
Italy;Portugal;Export;Export Partner Share (%);1,3477;1,3932;1,3296;1,3285;1,4046;1,5083;1,3771;1,3281;1,2477;1,237;1,192;1,0984;1,119;0,9681;0,9671;1,3175;1,0159;0,8742;0,7744;0,7761;0,8122;0,8151;0,8469;0,8906;0,9051;0,9167
Italy;Qatar;Export;Export Partner Share (%);0,0526;0,1784;0,1234;0,1011;0,0671;0,037;0,0764;0,1283;0,0955;0,0965;0,1125;0,1669;0,3043;0,4442;0,4133;0,4146;0,2771;0,2029;0,2627;0,2756;0,2606;0,2391;0,2167;0,2074;0,2346;0,2882
Italy;Reunion;Export;Export Partner Share (%);0,0275;0,0324;;;;;;;;;;;;;;;;;;;;;;;;
Italy;Romania;Export;Export Partner Share (%);0,4617;0,5568;0,6626;0,7168;0,8263;0,8661;1,0178;1,2271;1,3395;1,4579;1,5013;1,5523;1,659;1,6365;1,6791;1,4368;1,5308;1,6233;1,5181;1,5386;1,5725;1,6223;1,6007;1,6566;1,668;1,6318
Italy;Russian Federation;Export;Export Partner Share (%);1,1436;1,2449;1,4746;1,616;1,248;0,7778;0,9653;1,2921;1,4074;1,4477;1,7384;2,0207;2,2903;2,6145;2,8299;2,1999;2,3383;2,4701;2,5578;2,7605;2,3825;1,7205;1,6035;1,7712;1,6261;1,6409
Italy;Rwanda;Export;Export Partner Share (%);0,0053;0,0019;0,0033;0,0034;0,003;0,0023;0,0015;0,0015;0,0012;0,001;0,0014;0,001;0,0023;0,0011;0,0021;0,0026;0,007;0,0016;0,0033;0,0041;0,0035;0,0042;0,0024;0,0024;0,0028;0,0019
Italy;Saint Barthélemy;Export;Export Partner Share (%);;;;;;;;;;;;;;;;;;;;0,0002;0,0005;0,0006;0,002;0,0012;0,0042;0,0025
Italy;Saint Helena;Export;Export Partner Share (%);0,0028;0,0014;0,0028;0,0025;0,0017;0,0017;0,0033;0,0027;0,0019;0,0009;0;0;0;0,0001;0;0;0;0,0001;;0;0,0002;0;0,0001;0;;0
Italy;Saint Maarten (Dutch part);Export;Export Partner Share (%);;;;;;;;;;;;;;;;;;;;0,002;0,002;0,0025;0,0037;0,0021;0,004;0,0033
Italy;Saint Pierre and Miquelon;Export;Export Partner Share (%);0,0092;0,0012;0,0002;0,0002;0,0002;0,0002;0,0003;0,0002;0,0001;0,0017;0,0009;0,0005;0,0002;0;0;0;0;0;0,0001;0;0;0;0,0001;0;0,0001;0,0001
Italy;Samoa;Export;Export Partner Share (%);0;0;0;0,0002;0,0002;0;0,0001;0,0005;0,0003;0,0001;0;0,0001;0;0,0003;0,0006;0,0001;0,0002;0,0001;0;0,0001;0,0001;0,0001;0,0002;0,0002;0,0001;0,0001
Italy;San Marino;Export;Export Partner Share (%);;;;;;;;;;;;;;;;;0,0088;0,014;0,0165;0,0125;0,0099;0,0095;0,007;0,0079;0,0082;0,0073
Italy;Sao Tome and Principe;Export;Export Partner Share (%);0,0007;0,0006;0,0001;0,0001;0,0001;0,0002;0,0001;0,0001;0,0002;0,0011;0,0001;0;0;0,0001;0,0002;0,0001;0,0001;0,0002;0,0002;0,0001;0,0002;0,0002;0,0001;0,0001;0,0001;0,0003
Italy;Saudi Arabia;Export;Export Partner Share (%);0,8191;0,6613;0,7359;0,7193;0,6791;0,6041;0,5954;0,6489;0,6805;0,6009;0,5147;0,5969;0,729;0,8292;0,8974;0,8362;0,7904;0,9875;1,0358;1,1485;1,2084;1,2398;1,0036;0,8755;0,6645;0,6821
