Reporter Name;Partner Name;Trade Flow;Product Group;Indicator;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Italy;Greece;Import;  All Products;Import (US$ Thousand);1322723,2;1468334,464;1556161,792;1345812,352;1198697,984;1535372,696;1223829,433;1220395,708;1196831,138;1653270,823;1867914,897;1928822,232;2495149,256;2787619,291;2719657,594;2072591,822;2490168,487;2938788,7;2694648,363;3025473,702;3087732,634;2819559,837;2868801,611;3033890,608;3394102,247;3411129,808
Italy;Greenland;Import;  All Products;Import (US$ Thousand);754,115;;17,936;33,255;1,947;242,028;90,421;25,405;47,22;9,55;132,607;;;55,431;;20,63;;17,678;3,375;36,287;;;75,45117357;;177,0425726;118,7045075
Italy;Grenada;Import;  All Products;Import (US$ Thousand);123,334;61,227;22,87;274,257;270,317;409,038;354,021;395,071;121,317;97,356;56,854;1045,172;13,989;2412,795;63,579;;44,585;92,364;1,641;9,358;23,258;20,57259206;29,98510439;124,2800342;91,95145514;19,37020566
Italy;Guadeloupe;Import;  All Products;Import (US$ Thousand);238,545;292,935;;;;;;;;;;;;;;;;;;;;;;;;
Italy;Guam;Import;  All Products;Import (US$ Thousand);;;;;;;;;175,813;198,673;159,465;101,8;98,713;229,659;49,424;72,583;124,166;664,145;312,792;171,172;175,943;127,2235182;145,0524585;223,3233301;264,2116491;276,2389944
Italy;Guatemala;Import;  All Products;Import (US$ Thousand);29204,136;38451,724;35707,544;49958,204;39599,116;32746,426;32976,408;29195,735;23383,603;31809,584;37943,475;38140,803;44466,334;51201,273;77221,104;69593,91;79520,988;94567,743;91428,215;64018,146;72415,061;117086,0709;112375,4451;171137,3252;172157,4201;244011,9801
Italy;Guinea;Import;  All Products;Import (US$ Thousand);27878,36;39004,152;47207,984;28046,436;16281,184;8109,02;8431,987;9964,732;26090,465;8038,292;8960,316;8556,847;12848,465;13959,766;35961,827;7153,03;5651,181;13909,224;10145,78;8825,689;4815,627;5075,397223;4395,38265;4468,80296;2457,700592;4111,417678
Italy;Guinea-Bissau;Import;  All Products;Import (US$ Thousand);3330,682;13056,96;13567,922;8054,657;6792,932;4848,164;1835,385;1592,132;3381,911;5852,636;4262,898;2602,954;2016,151;172,852;739,297;272,956;28,724;1,67;115,067;113,344;75,706;1129,365091;338,949496;;113,4473373;123,3273374
Italy;Guyana;Import;  All Products;Import (US$ Thousand);3828,798;4059,258;2593,808;5064,088;2895,88;2391,085;2253,428;2262,957;2137,175;1780,749;2520,826;6561,549;1637,266;6015,721;7371,032;7338,999;9063,635;3560,141;6823,111;2956,198;5032,982;24110,18497;30163,51825;21612,19345;14528,98356;17943,56163
Italy;Haiti;Import;  All Products;Import (US$ Thousand);3925,887;8894,999;11033,8;5554,822;6291,474;3550,33;1530,051;1442,194;1150,777;1159,163;1432,316;771,887;751,974;1013,885;1435,914;770,304;511,545;882,715;1729,918;1669,51;2974,806;2371,832296;2487,355399;1180,018053;2796,500091;1994,084356
Italy;Heard Island and McDonald Isla;Import;  All Products;Import (US$ Thousand);;;;;;;;;3,024;;;;;8,006;38,458;;;;1,516;;;;;;;
Italy;Holy See;Import;  All Products;Import (US$ Thousand);;;;;;;194,481;85,504;257,166;5925,85;106,775;566,67;254,039;128,34;163,385;88,578;37,69;772,953;577,015;33,375;24,407;11,50587682;1176,098653;276,6562475;175,191558;63,3290742
Italy;Honduras;Import;  All Products;Import (US$ Thousand);22032,232;29484,19;31062,244;42380,668;28542,964;24238,238;22663,52;18611,407;13408,238;11789,035;23742,137;32221,69;20050,221;22954,429;24238,632;34452,506;48289,533;73163,014;87346,916;54256,512;48274,488;72148,24562;71115,30867;80448,27096;73423,13705;75697,39667
Italy;Hong Kong, China;Import;  All Products;Import (US$ Thousand);227099,184;255404,976;211076,896;240955,456;299225,024;319417,029;366191,555;353570,57;403292,683;552739,639;699637,502;645647,319;728076,226;701343,925;612406,645;432693,724;512122,59;463351,77;359580,935;310128,675;328385,643;348272,4559;264218,9351;307163,0219;359118,8353;372874,1794
Italy;Hungary;Import;  All Products;Import (US$ Thousand);967815,552;1271313,024;1251862,4;1305295,232;1396899,84;1502166,8;1576632,876;1741179,064;1808409,922;2103168,672;3070393,438;3507304,139;4239856,104;5535782,107;5553253,042;4232523,881;4763142,023;5059541,943;4524198,223;5139520,189;5380853,72;4943471,446;5091078,261;5960887,001;6218422,426;5899597,688
Italy;Iceland;Import;  All Products;Import (US$ Thousand);13813,659;12247,315;9530,233;11454,697;6869,921;10036,135;12362,655;9155,913;15327,093;5088,619;4104,514;4094,49;1571,502;7342,033;4330,582;23558,137;52875,666;113474,461;84086,742;82522,708;49022,295;38388,95704;26050,86731;21005,62147;23300,89328;13212,78104
Italy;India;Import;  All Products;Import (US$ Thousand);1008723,52;1340913,792;1330447,616;1332671,872;1417520,768;1297425,562;1497019,071;1492772,596;1494790,148;1899487,102;2518266,191;2735057,1;3729378,422;4640656,162;5029549,406;4044577,335;5062424,408;6640843,078;4822059,742;5276665,973;5541811,832;4436030,982;4688497,928;5812974,228;6543681,817;5770299,504
Italy;Indonesia;Import;  All Products;Import (US$ Thousand);811291,648;976331,136;929589,056;938854,848;1084649,472;872551,968;874706,201;860183,82;939604,923;1206018,459;1474699,929;1526319,53;1780844,877;1981625,487;2614865,681;2230799,284;2724266,223;3696739,394;2675457,646;2543221,436;2651718,02;2210915,757;1835815,286;2112948,249;2144058,804;2047856,526
Italy;Iran, Islamic Rep.;Import;  All Products;Import (US$ Thousand);1023190,976;1753270,016;1938172,544;1790787,584;1282929,28;1521023,8;2249776,206;2112657,035;1774185,101;2145278,707;2710174,24;3662066,382;4890540,844;5700517,889;5755969,235;2742614,686;6289136,295;7415440,177;2880455,613;182432,596;585133,823;520571,4794;1161403,759;3805015,298;3457892,087;170499,9291
Italy;Iraq;Import;  All Products;Import (US$ Thousand);60,737;57,328;165,48;202427,152;400427,968;802727,059;1677305,669;605678,496;473910,328;806568,227;1004888,159;2044988,591;2781800,351;4014978,524;5778624,427;3532318,549;4125430,268;3977580,248;4517041,242;3917632,039;4285284,257;3732996,634;3256434,077;3187296,206;4533847,921;5308955,383
Italy;Ireland;Import;  All Products;Import (US$ Thousand);1569508,608;1884250,24;2089215,872;2085605,504;2384396,032;3114887,707;3231366,645;3215847,198;3431619,78;4616397,142;5205426,733;5071722,599;4717941,809;4766904,64;4465642,298;4382047,378;4153155,406;4331906,704;3676119,646;4298428,799;3722621,771;4565060,984;3814560,699;4233413,799;4757914,166;4994319,988
Italy;Israel;Import;  All Products;Import (US$ Thousand);483895,968;541317,184;561584,704;662379,136;791801,344;718133,913;825639,1;758499,364;739312,013;883257,75;1110384,581;1073451,345;1242698,018;1312988,803;1665421,061;1362334,024;1310636,069;1440309,507;1244970,132;1255053,192;1202410,888;979974,7627;1000101,59;927106,0454;940529,9593;894358,5761
Italy;Jamaica;Import;  All Products;Import (US$ Thousand);8565,605;6487,466;8280,925;8372,549;9185,225;10735,386;7611,639;9899,863;14638,269;12388,879;13916,836;2854,568;909,555;422,731;956,617;257,816;1136,704;1145,63;37519,918;1854,129;2975,886;2683,566908;2169,414835;1864,830924;19536,50286;3061,313161
Italy;Japan;Import;  All Products;Import (US$ Thousand);3960549,888;4490156,032;3974755,84;4219904;4735986,176;5482970,759;5910817,173;5618329,384;5021527,342;5969063,63;6865005,73;6191121,316;6830411,857;7330457,265;7367388,781;5433761,15;5681875,537;5868619,345;4103417,801;3406895,431;3590568,969;3462343,087;4444576,657;4724801,559;4448624,775;4605404,472
Italy;Jordan;Import;  All Products;Import (US$ Thousand);18094,772;31557,85;33091,24;31492,276;24052,716;20319,128;12813,812;8736,258;10268,489;13223,502;24558,868;29301,042;37028,664;36347,381;84339,561;59885,884;82003,926;80215,839;69111,223;55818,176;67648,816;55626,6728;47926,77595;50789,73698;61431,92169;55040,25967
Italy;Kazakhstan;Import;  All Products;Import (US$ Thousand);72459;134008,28;131553,736;144393,408;262944,512;515995,935;573443,751;510006,214;676012,409;578569,36;924514,827;2328122,485;3452004,439;2973188,651;3899838,795;1852027,381;3138204,937;4898194,361;6025157,647;4894498,792;3218268,171;2579020,843;1620282,854;1518250,57;2067751,945;2362923,217
Italy;Kenya;Import;  All Products;Import (US$ Thousand);47910,544;46017,264;56042,776;59870,356;59054,08;41260,078;42860,543;44727,33;40686,097;42041,657;60048,286;69104,464;68562,304;89402,759;75912,05;41154,938;58089,263;115524,983;107117,743;90246,666;111292,237;99154,39867;57592,59963;61119,37193;55878,81288;43234,04263
Italy;Kiribati;Import;  All Products;Import (US$ Thousand);;;;136,983;;6,207;;;42,93;6,189;;8,521;;;26,745;;;7,096;9,299;15,545;12,298;;;1,269858265;;
Italy;Korea, Dem. Rep.;Import;  All Products;Import (US$ Thousand);5443,513;3717,372;1261,971;1383,759;1465,509;2245,91;4574,797;2671,651;3249,424;3548,62;3899,393;691,896;1536,708;671,86;3555,616;819,574;997,438;604,536;1062,921;1146,642;567,24;394,3444336;196,8673384;153,876544;14,10837181;12,12191299
Italy;Korea, Rep.;Import;  All Products;Import (US$ Thousand);817054,144;1086217,216;1020124,48;1270697,216;1786312,192;1867027,138;2069532,349;2104896,465;2277542,736;2907031,252;3962717,045;4897244,039;4654835,213;4377594,283;4461728,043;3009060,244;3957876,871;4530990,93;3632845,533;3132031,852;3111736,662;3547265,848;3281988,947;3827394,056;4796199,038;4175985,028
Italy;Kuwait;Import;  All Products;Import (US$ Thousand);14456,722;9982,813;4371,657;4846,055;25954,082;51429,686;343980,018;137263,335;26815,421;47068,044;49381,5;150480,502;90599,967;159155,376;212871,905;100867,098;142622,352;111024,607;127865,599;188562,415;243441,105;204237,5484;1027921,087;1363211,066;438095,4877;61905,265
Italy;Kyrgyz Republic;Import;  All Products;Import (US$ Thousand);4018,972;3856,144;3280,385;3815,583;2975,28;2209,848;2640,647;2005,217;1224,164;995,972;1733,688;1455,369;1041,742;2960,991;2180,149;240,823;682,102;880,502;537,652;1203,733;18836,104;969,9788034;1101,866575;15557,6177;1691,998734;2193,793069
Italy;Lao PDR;Import;  All Products;Import (US$ Thousand);2352,472;3659,04;3831,504;5165,993;10442,432;6484,699;9877,708;11879,431;11258,023;11442,633;13003,261;9670,41;7392,506;8023,622;11586,25;7149,288;14199,79;21617,656;25160,042;21155,269;18715,869;15672,90542;30778,37717;22735,23735;22129,51782;33489,54501
Italy;Latvia;Import;  All Products;Import (US$ Thousand);24012,628;26551,744;18640,684;20782,84;43017,248;43027,917;48835,839;44883,542;58842,892;71140,788;70357,556;62645,515;81503,013;103862,276;118463,081;89320,892;125337;138933,46;137550,952;137241,148;146913,458;117602,1516;135438,7439;156294,7755;179144,9163;257601,9131
Italy;Lebanon;Import;  All Products;Import (US$ Thousand);19047,06;19324,682;19633,314;25008,448;18372,552;15986,05;17484,694;22425,783;23671,558;41220,304;25163,159;28828,171;30387,549;39540,653;51101,055;25800,304;37595,784;49142,048;44051,426;56478,427;40008,225;40791,91277;38231,04681;46557,84845;49371,86301;41241,73508
Italy;Lesotho;Import;  All Products;Import (US$ Thousand);;;;;;;49,729;302,033;;32,29;34,724;83,527;7,411;2,73;7,305;;9,534;60,535;;26,988;438,868;39,12974228;46,38979404;11,0671989;2602,143558;
Italy;Liberia;Import;  All Products;Import (US$ Thousand);1239,955;7642,573;511,138;8791,514;19671,736;59563,176;46370,625;61325,151;52949,362;41159,708;7025,924;20474,683;12829,593;3764,157;11996,863;4304,468;3916,688;16726,047;8392,572;8163,312;4236,203;3254,241982;28584,77844;2177,578712;4620,11471;10394,34054
Italy;Libya;Import;  All Products;Import (US$ Thousand);3362163,712;3741770,24;4526169,6;4462103,552;3177812,736;3293885,007;5879664,827;4893634,293;4633511,901;5909609,316;7844483,02;11162699,32;13504436,34;16426014,32;21320646;14275632,05;16272856,09;5529960,104;16582501,1;10746709,41;6045377,774;3793778,323;1997765,292;3147269,023;4952583,966;5278304,281
Italy;Lithuania;Import;  All Products;Import (US$ Thousand);38999,372;76194,944;77043,592;78414,44;93650,352;83788,98;94345,452;101931,833;109989,615;157674,385;191002,262;198277,825;267170,542;371865,337;375667,748;306394,074;371781,217;482024,962;470650,751;520070,608;558602,461;509346,3912;546826,7618;618095,1922;663106,943;813321,0564
Italy;Luxembourg;Import;  All Products;Import (US$ Thousand);;;;;;630843,552;705377,515;796316,042;784985,809;1221217,778;1420615,608;1588455,36;1567099,361;2305321,84;2251844,391;1436040,924;1398622,249;1180123,334;1305093,1;1449808,528;1236859,873;1031227,036;966808,3999;719596,1835;639071,9676;774540,1894
Italy;Macao;Import;  All Products;Import (US$ Thousand);24138,492;24706,288;19880,77;22175,284;17371,024;17674,641;31719,752;35703,874;35557,041;68476,012;119095,923;43168,547;55599,95;62513,349;35946,13;14099,391;12617,415;5969,64;3557,005;2620,064;2657,023;2254,66824;6378,282503;9038,453455;8834,138567;9149,672993
Italy;Madagascar;Import;  All Products;Import (US$ Thousand);27979,036;33976,348;31297,304;37007,052;35163,36;43326,879;34030,262;27510,026;25619,926;36731,806;47864,411;36431,395;58752,688;57203,621;53259,314;39417,27;37277,828;34033,908;45942,592;44892,876;41030,538;35263,7355;27434,85605;30443,78541;33134,28542;32177,28047
Italy;Malawi;Import;  All Products;Import (US$ Thousand);2550,785;3858,934;6115,845;6267,304;4833,09;8127,183;8025,403;4837,377;1999,591;8999,752;9229,652;2462,151;3609,72;5703,693;5074,64;3073;3985,387;8546,173;24087,392;12927,383;23679,555;21431,02941;13402,19779;12144,39459;8188,918138;2611,82273
Italy;Malaysia;Import;  All Products;Import (US$ Thousand);542718,272;692490,496;747257,728;637945,216;620899,2;613249,951;655917,888;582940,906;537386,555;642321,106;804880,701;844995,559;1172097,052;1263275,069;1140406,377;939035,875;1099037,109;1240511,76;995325,887;983510,154;903085,823;988072,5839;1060418,898;1148162,736;1307557,246;1319388,837
Italy;Maldives;Import;  All Products;Import (US$ Thousand);872,919;2776,884;6389,914;218,831;124,403;107,71;230,154;367,634;292,544;520,091;1664,334;2095,7;3941,422;7176,77;18884,69;16791,801;10613,546;17882,479;18683,295;15906,773;11600,648;15430,99472;9974,40531;9299,646579;15020,14425;12229,11696
Italy;Mali;Import;  All Products;Import (US$ Thousand);7941,077;18180,748;41693,784;56004,044;61061,724;30901,809;19290,408;11273,743;18533,501;17611,203;24807,736;14265,324;7810,094;8158,923;5266,603;2740,42;9741,867;7941,539;15796,41;14703,817;14377,47;10802,90912;6840,174799;5695,889372;5055,737876;3778,068989
Italy;Malta;Import;  All Products;Import (US$ Thousand);606134,208;567079,68;214259,264;93271,272;100898,4;109041,365;120969,08;150782,975;163715,975;83871,177;145119,914;251541,295;250609,355;248013,516;430114,102;312293,522;332111,005;364618,172;277827,533;290542,744;291667,138;318632,7338;449423,5425;524354,6459;327584,7591;426726,9338
Italy;Marshall Islands;Import;  All Products;Import (US$ Thousand);;;;;46791,352;;37,049;124,548;8,409;9165,896;1224,678;144,185;881,399;3312,207;24320,815;6325,414;1064,588;8401,296;2572,367;1,593;4256,275;;43,12965374;1231,002184;309,062702;171,5003816
Italy;Martinique;Import;  All Products;Import (US$ Thousand);319,729;68,593;;;;;;;;;;;;;;;;;;;;;;;;
Italy;Mauritania;Import;  All Products;Import (US$ Thousand);76250,536;118145,136;96520,824;101795,84;87382,432;70707,223;71793,265;81382,242;85490,526;65817,786;82570,814;155075,743;180464,177;160753,483;171917,704;183348,532;157971,281;292435,665;229614,19;256072,36;199182,472;154568,1468;116599,536;123159,9063;112630,6746;135845,0246
Italy;Mauritius;Import;  All Products;Import (US$ Thousand);56275,36;65089,064;69731,328;62554,172;61859,992;52433,752;53533,001;64254,303;61902,671;64962,08;78033,386;106920,78;85012,394;109957,017;140394,555;105976,899;149846,345;195841,872;213080,972;276876,301;199970,953;133746,0414;154759,5599;167760,8794;96846,54953;110827,5716
Italy;Mayotte;Import;  All Products;Import (US$ Thousand);;;;;;;1519,433;;550,665;771,278;;24,809;;;787,529;1470,715;2977,328;814,921;3209,271;2117,703;;;;;;
Italy;Mexico;Import;  All Products;Import (US$ Thousand);103239;349237,536;245220,752;297550,592;216965,6;218086,098;319024,672;283780,804;244361,191;344896,074;369600,719;342435,923;364147,793;585049,556;849247,204;696063,935;822369,733;1379311,512;1333614,326;1210022,301;1597078,415;1405521,469;1188436,983;1071211,444;1098732,612;1211719,902
Italy;Micronesia, Fed. Sts.;Import;  All Products;Import (US$ Thousand);;;;;;847,564;;;9,267;;;;;;35,399;;;14,96;;;2,809;367,7299529;;;29,60914158;
Italy;Moldova;Import;  All Products;Import (US$ Thousand);19234,916;28468,716;27998,452;32041,428;41784,556;37084,335;54650,811;66508,441;93756,233;104194,018;141714,772;110816,623;156402,504;191612,502;218936,33;199654,897;217548,985;315929,835;262785,241;246745,438;345351,867;235306,9897;262942,9857;312086,9866;371516,5126;294435,2554
Italy;Mongolia;Import;  All Products;Import (US$ Thousand);16809,748;18967,986;17514,628;11526,452;13627,228;15848,905;20059,359;16571,538;9418,739;12036,156;11466,977;24047,937;39885,368;52030,277;47724,736;24668,264;44884,75;53748,676;45988,228;47254,831;55979,434;52140,0283;42171,09285;49636,38708;48268,29662;52114,39352
Italy;Montenegro;Import;  All Products;Import (US$ Thousand);;;;;;;;;;;;;223469,429;218299,606;182377,515;61950,784;35344,934;53651,429;70836,63;36870,612;52762,528;48639,04832;26617,67705;21874,36156;20697,52044;19744,04245
Italy;Montserrat;Import;  All Products;Import (US$ Thousand);;90,107;1094,901;42,816;159,189;132,358;127,654;74,234;5,544;168,126;276,489;35,652;229,205;1,823;1126,626;4,154;4,237;2,224;;;;1,129179852;41,97914614;498,3696594;486,2140188;80,02903302
Italy;Morocco;Import;  All Products;Import (US$ Thousand);374118,848;425893,888;445192,672;413306,912;370545,312;394425,309;511759,049;514030,62;496695,917;517067,648;576739,537;614458,842;677709,707;854788,604;890891,216;584584,724;696591,561;853835,908;754771,845;871029,54;935385,609;884204,3907;925186,347;1135314,851;1209976,92;1256698,376
Italy;Mozambique;Import;  All Products;Import (US$ Thousand);14667,153;8658,899;10985,749;8877,053;14890,447;10029,921;13907,712;36334,047;40845,844;111944,741;211791,405;232320,992;424507,674;585620,887;382643,853;223988,405;440193,375;459792,365;353832,257;469796,636;439738,986;398928,1085;406697,3884;454485,206;543992,2954;421426,0057
Italy;Myanmar;Import;  All Products;Import (US$ Thousand);6163,479;7224,768;8183,968;11340,47;13182,074;16869,104;27890,088;34019,399;37500,616;43529,299;60921,271;35393,038;38039,338;49881,554;6452,978;6900,401;7950,358;7738,555;15141,109;26956,575;42820,808;62382,52036;105047,8445;144104,8864;280881,4374;348756,913
Italy;Namibia;Import;  All Products;Import (US$ Thousand);;;;;;;23587,977;25446,679;25781,858;38714,29;68235,149;129124,491;267206,219;413017,251;117489,586;48177,489;168701,032;182281,333;98603,687;96259,809;80402,672;118869,7547;189788,2928;247537,1524;275451,9305;183870,9209
Italy;Nauru;Import;  All Products;Import (US$ Thousand);;;1,937;140,332;112,407;7,521;;;3,509;;17,118;;;;233,216;17,423;5,913;;11,924;1,743;3,637;213,0400777;7,208372632;;;
Italy;Nepal;Import;  All Products;Import (US$ Thousand);5514,218;7329,681;7399,186;8669,805;8023,684;4904,633;9446,809;9084,39;9183,105;8214,07;10285,319;10702,669;10302,474;9876,569;11747,986;9321,535;11239,407;11437,136;10840,567;9490,084;12000,006;11030,42444;10667,57729;11371,40113;12215,47417;9995,857981
Italy;Netherlands;Import;  All Products;Import (US$ Thousand);9591461,888;11226267,65;12507766,78;12816353,28;13317234,69;13603473,09;13521017,3;13931008,41;13778549,12;16635283,93;20075903,17;20630137,04;22749450,98;26918482,43;28373416,23;23535540,85;26425786,93;29233314,3;26423955,74;27471660,47;27646620,6;22813517,49;22326284,46;25673176,26;26822734,05;24906101,04
Italy;Netherlands Antilles;Import;  All Products;Import (US$ Thousand);23679,616;95607,432;118731,936;50802,728;7514,165;13827,957;7598,746;1713,234;15338,766;12627,841;15113,021;1585,862;47274,039;98866,574;191563,085;86609,134;87242,392;;;;;;;;;
Italy;New Caledonia;Import;  All Products;Import (US$ Thousand);19720,906;22245,068;3492,954;3425,795;17563,104;19128,591;16586,108;14388,181;28146,831;33425,482;30745,809;35528,354;91068,421;80642,599;49955,309;18190,909;31861,139;26312,379;38460,774;23236,526;11288,253;2655,391763;12112,32279;9657,459649;10803,05901;3499,192216
Italy;New Zealand;Import;  All Products;Import (US$ Thousand);183772,16;207786,48;251975,008;220545,136;262251,92;204269,417;248631,538;270559,605;247686,752;288808,597;298949,499;341882,841;361082,348;349211,374;347559,881;273166,22;267074,242;369004,38;297275,856;325033,389;348046,04;292504,2541;272090,9902;259794,047;268359,6829;225482,0648
Italy;Nicaragua;Import;  All Products;Import (US$ Thousand);4192,955;6210,773;6194,146;8124,162;7701,767;5320,404;5240,265;5658,919;5644,349;6548,675;7240,471;7865,018;9739,048;15313,989;16319,07;11304,215;23317,708;44698,163;39840,768;28217,795;49950,484;40077,20958;30231,20681;40374,40468;45356,37288;35780,61007
Italy;Niger;Import;  All Products;Import (US$ Thousand);201,562;502,924;312,017;2432,027;421,064;149,922;149,931;688,985;666,338;1321,143;335,678;413,222;219,16;591,086;45,795;65,994;112,53;765,355;42761,187;246,817;25,783;207,630441;138,5963408;3,551987888;18,48532396;120,3402436
Italy;Nigeria;Import;  All Products;Import (US$ Thousand);236585,68;265445,568;369019,552;537556,48;377370,528;243938,913;324284,922;408220,388;470627,178;522397,715;589850,361;753980,963;1018494,85;1198525,388;1604799,946;1085781,267;717186,032;2192315,136;2170031,655;2638519,129;1305310,847;878560,7687;668251,5819;882813,98;1435346,215;1716253,304
Italy;Niue;Import;  All Products;Import (US$ Thousand);;;;;;;;;;;;;;16,776;;15,276;;23,515;;;1,774;;;;;
Italy;Norfolk Island;Import;  All Products;Import (US$ Thousand);;;;;;;;;;;4,904;;21,106;;;;;;;;;;;;;
Italy;North Macedonia;Import;  All Products;Import (US$ Thousand);219484,272;219202,464;134420,96;118058,392;148367,296;168031,542;172883,002;103242,929;108393,361;155759,08;231154,347;265578,446;300979,043;402175,143;375084,935;251947,613;373333,901;431197,402;288177,447;300496,508;330515,51;205615,3586;189228,6659;180586,0423;221671,732;194302,3247
Italy;Northern Mariana Islands;Import;  All Products;Import (US$ Thousand);7,22;208,787;1,379;712,454;241,779;79,092;8,393;11,559;25,697;9,55;129,563;567,888;944,46;1178,608;767,625;59,145;18,766;;1,878;;;;1,654960936;;19,54912545;65,69702894
Italy;Norway;Import;  All Products;Import (US$ Thousand);747016;781522,176;907863,936;841187,84;678238,144;705541,797;762621,595;782242,968;1247353,369;1545196,575;1223697,345;1273152,104;1823036,907;1803417,917;2240092,359;2962247,218;2072821,881;2641425,131;2156802,261;2006181,414;1576822,779;1012324,546;742527,158;978037,6484;1683841,613;1244729,007
Italy;Occ.Pal.Terr;Import;  All Products;Import (US$ Thousand);;;;;;;393,329;723,059;1697,571;746,529;759,348;1327,903;1427,009;2008,513;1064,867;960,714;1046,219;1436,023;900,668;913,719;606,638;680,6292394;1892,185647;918,1176938;802,2930827;1202,13057
Italy;Oman;Import;  All Products;Import (US$ Thousand);3352,442;4434,529;5755,668;4428,276;3695,055;1494,92;4993,396;8743,437;12385,848;15074,975;17012,26;22162,767;38332,731;30615,544;24078,013;57830,73;102413,817;175498,455;120694,8;184666,215;51613,402;85183,11293;55546,12981;63599,02326;98897,00445;119628,4823
Italy;Other Asia, nes;Import;  All Products;Import (US$ Thousand);934278,976;1156215,424;1238691,456;1221333,376;1564172,672;1576309,651;1702516,325;1491916,673;1370016,72;1712151,484;1935032,226;2055239,876;2367279,833;2761672,596;2833085,891;1957696,945;2694740,893;2732989,773;2010390,775;1927425,605;2084001,613;1809607,38;2008602,399;2179282,959;2478805,883;2227109,137
Italy;Pakistan;Import;  All Products;Import (US$ Thousand);232745,312;267160,4;253207,664;244001,024;228535,728;214602,281;227762,546;261972,396;289082,766;419496,588;525633,429;508957,144;536297,471;625101,053;726521,837;587488,522;650442,742;810714,447;553258,795;632918,001;739889,713;641319,4362;663022,2218;711102,236;772913,1313;826574,5953
Italy;Palau;Import;  All Products;Import (US$ Thousand);;;;;;;44,16;;;;;13,381;20,844;;;;;;;;;;2,805468538;24,00755173;;
Italy;Panama;Import;  All Products;Import (US$ Thousand);48569,976;66522,18;57750,632;32745,534;71272,384;58681,966;49276,083;50810,873;53489,371;66437,161;63015,123;61692,914;123777,038;115384,896;219646,253;76679,054;46524,612;49693,709;41470,614;32429,568;36839,704;30089,67702;20558,4646;18964,8248;72693,31012;44902,00308
Italy;Papua New Guinea;Import;  All Products;Import (US$ Thousand);1017,494;5055,635;8264,336;26331,576;39397,604;42751,014;44003,866;30898,393;50243,727;54912,581;41438,598;41636,437;65070,125;95119,911;69406,331;108804,241;122446,391;155854,17;114154,909;136441,153;122982,356;108739,078;73357,21765;85809,99442;64358,05781;79596,62657
Italy;Paraguay;Import;  All Products;Import (US$ Thousand);32209,516;39146,864;34962,276;29353,036;27682,332;30693,468;39162,076;39832,295;39407,296;96340,781;149993,293;93096,677;100793,978;113129,403;123466,548;141271,935;285986,449;294695,926;223226,992;297378,296;423808,369;336538,6988;332629,8949;309538,1506;184858,9558;136081,8044
Italy;Peru;Import;  All Products;Import (US$ Thousand);215101,856;278344,512;235738,32;265828,288;186418,32;162047,204;147156,843;137921,192;176858,631;199320,922;306912,187;379436,789;695544,549;981722,127;941620,888;643842,093;960320,696;1343336,983;999724,435;1038772,451;699459,333;602053,3371;482238,5659;589468,1401;678987,4497;598018,3745
Italy;Philippines;Import;  All Products;Import (US$ Thousand);162414,736;212348,512;172444,464;122142,912;202236,608;144915,718;259160,727;152976,599;131984,005;163827,28;202623,934;224002,022;334461,314;259194,983;355576,552;301248,632;431103,457;368700,198;266063,601;237095,922;247910,176;270113,536;240282,6875;301041,5538;302068,9483;330534,5653
Italy;Pitcairn;Import;  All Products;Import (US$ Thousand);10,459;;3,174;2,363;1,477;799,219;26,37;96,231;395,832;340,048;8123,082;118,3;26637,316;232,293;;6,062;;;;24,381;;;;60,66058705;;
Italy;Poland;Import;  All Products;Import (US$ Thousand);921709,056;1227261,312;1348789,248;1531214,976;1686310,784;1768668,816;1924287,377;1968878,582;2260800,145;3046518,751;4434387,248;5175835,394;7030538,416;8785713,94;9847913,859;9248664,469;9569563,501;10457002,39;9159544,739;8805614,133;9592235,181;9523185,343;9724773,4;11174214,21;11567783,68;11915090,73
Italy;Portugal;Import;  All Products;Import (US$ Thousand);585815,616;820288,64;1010244,096;946411,648;977881,728;1039616,324;997805,424;1135497,07;1310990,858;1493371,351;1658485,018;1718151,422;1989376,94;2086727,255;2058223,561;1571707,418;1836667,345;2169222,527;2065540,957;2015986,277;2009201,772;1672723,211;1781473,762;2003314,896;2391541,537;2442477,675
Italy;Qatar;Import;  All Products;Import (US$ Thousand);12719,951;4414,831;14271,701;5451,996;3799,052;3979,279;1514,852;4524,708;13243,735;29295,803;52491,212;56494,815;47589,192;60611,623;62557,097;461801,404;2061845,854;2881642,817;3034086,148;2434481,286;1595582,929;1502198,49;1012294,043;1371189,072;1831044,587;1503959,085
Italy;Reunion;Import;  All Products;Import (US$ Thousand);2031,865;1639,406;;;;;;;;;;;;;;;;;;;;;;;;
Italy;Romania;Import;  All Products;Import (US$ Thousand);907363,2;1370139,776;1432160,896;1701506,688;1920889,088;2064148,543;2361381,07;3015629,567;3590546,464;4394154,546;5008813,868;5058778,958;5406553,533;6053199,589;6426978,409;5214072,335;6185151,451;7370743,572;6463101,147;6888778,416;7986761,868;7124052,936;6988884,11;7441904,028;8586585,621;8020887,073
